MFZ9-29 	7.76	1	CCOC(=O)C1C(OC(c2ccc(F)cc2)c2ccc(F)cc2)CC2CCC1N2CCN 
MFZ9-30 	7.58	1	CCOC(=O)C1C(OC(c2ccc(F)cc2)c2ccc(F)cc2)CC2CCC1N2CCc1c[nH]c2ccccc12 
MFZ9-65 	7.26	1	CCOC(=O)C1C(OC(c2ccc(F)cc2)c2ccc(F)cc2)CC2CCC1N2CC(N)C(C)C 
MJR1-17 	6.71	1	Clc1cccc(C(OC2CC3CCC(C2)N3Cc2ccccc2)c2ccccc2)c1 
MJR1-21 	6.99	1	Clc1cccc(C(OC2CC3CCC(C2)N3CCCc2ccccc2)c2ccccc2)c1 
MJR1-25 	6.81	1	Clc1cccc(C(OC2CC3CCC(C2)N3CCCCc2ccccc2)c2ccccc2)c1 
OMO5-092 	6.84	1	CC(O)CN1CCN(CCSC(c2cccc(Cl)c2)c2cccc(Cl)c2)CC1 
OMO6-008 	6.39	1	CC(O)CN1CCN(CC[S+]([O-])C(c2cccc(Cl)c2)c2cccc(Cl)c2)CC1 
PG1050 	7.24	1	CC(=O)O[C@H]1C[C@@H]2C[C@H](OC(c3ccc(F)cc3)c3ccc(F)cc3)C[C@H]1N2C 
PG1080 	7.58	1	NCCCCN1[C@H]2CC[C@@H]1C[C@H](OC(c1ccc(F)cc1)c1ccc(F)cc1)C2 
PG1084 	7.12	1	CCC(=O)O[C@H]1C[C@@H]2C[C@H](OC(c3ccc(F)cc3)c3ccc(F)cc3)C[C@H]1N2C 
PG1086 	8.23	1	CN1[C@H]2C[C@H](OC(c3ccc(F)cc3)c3ccc(F)cc3)C[C@@H]1[C@@H](OC=O)C2 
PG1089 	6.76	1	CN1[C@H]2C[C@H](OC(c3ccc(F)cc3)c3ccc(F)cc3)C[C@@H]1[C@@H](OC(=O)CCc1ccccc1)C2 
PG1091 	6.97	1	CN1C2CC(OC(c3ccc(F)cc3)c3ccc(F)cc3)CC1C(OC(=O)c1ccccc1)C2 
PG2009 	6.82	1	CC(C)CC(=O)O[C@H]1C[C@@H]2C[C@H](OC(c3ccc(F)cc3)c3ccc(F)cc3)C[C@H]1N2C 
PG2025 	6.82	1	CC(C)C(=O)O[C@H]1C[C@@H]2C[C@H](OC(c3ccc(F)cc3)c3ccc(F)cc3)C[C@H]1N2C 
PG2029 	6.92	1	CN1[C@H]2C[C@H](OC(c3ccc(F)cc3)c3ccc(F)cc3)C[C@@H]1[C@@H](OC(=O)Cc1ccccc1)C2 
PG2031 	7.09	1	CN1[C@H]2C[C@H](OC(c3ccc(F)cc3)c3ccc(F)cc3)C[C@@H]1[C@@H](OS(C)(=O)=O)C2 
PG2032 	7.31	1	CN(C)CCCCN1[C@H]2CC[C@@H]1C[C@H](OC(c1ccc(F)cc1)c1ccc(F)cc1)C2 
PG2036 	6.75	1	O=C(O[C@H]1C[C@@H]2C[C@H](OC(c3ccc(F)cc3)c3ccc(F)cc3)C[C@H]1N2)c1ccccc1 
PG2045 	7.5	1	CN1[C@H]2C[C@H](OC(c3ccc(F)cc3)c3ccc(F)cc3)C[C@@H]1[C@H](O)C2 
PG2048 	6.17	1	CN1[C@H]2CC[C@@H]1C[C@@H](NC(c1ccc(F)cc1)c1ccc(F)cc1)C2 
PG436 	7.41	1	CN1[C@H]2CC[C@@H]1C[C@H](NC(c1ccc(Cl)cc1)c1ccc(Cl)cc1)C2 
PG439 	6.91	1	CN(C(c1ccc(F)cc1)c1ccc(F)cc1)[C@@H]1C[C@@H]2CC[C@H](C1)N2C 
PG455 	8.07	1	Fc1ccc(C(N[C@@H]2C[C@@H]3CC[C@H](C2)N3)c2ccc(F)cc2)cc1 
PG458 	7.57	1	C=CCN1[C@H]2CC[C@@H]1C[C@H](NC(c1ccc(F)cc1)c1ccc(F)cc1)C2 
PG459 	8.33	1	O=C(CCN1[C@H]2CC[C@@H]1C[C@H](NC(c1ccc(F)cc1)c1ccc(F)cc1)C2)Nc1ccccc1 
PG466 	7.66	1	CCCCN1[C@H]2CC[C@@H]1C[C@H](NC(c1ccc(F)cc1)c1ccc(F)cc1)C2 
PG549 	7.43	1	CN1C2CCC1CC(NC(c1ccccc1)c1ccc(Cl)cc1)C2 
PG554 	7.93	1	Fc1ccc(C(NC2CC3CCC(C2)N3CCCCc2ccccc2)c2ccc(F)cc2)cc1 
PG556 	7.9	1	NCN1C2CCC1CC(NC(c1ccc(F)cc1)c1ccc(F)cc1)C2 
PG566 	7.19	1	Fc1ccc(C(NC2CC3CCC(C2)N3CCc2c[nH]c3ccccc23)c2ccc(F)cc2)cc1 
PG568 	8.27	1	CN1C2CCC1CC(NC(c1ccc(Cl)c(Cl)c1)c1ccc(Cl)c(Cl)c1)C2 
RIK01 	6.19	1	CN1C2CCC1CC(OC(c1ccccc1)c1ccc(C(F)(F)F)cc1)C2 
RIK03 	6.37	1	Cc1ccc(C(OC2CC3CCC(C2)N3C)c2ccc(C)cc2)cc1 
RIK04 	6.72	1	Cc1ccc(C(OC2CC3CCC(C2)N3C)c2ccccc2)cc1 
RIK05 	6.28	1	CCc1ccc(C(OC2CC3CCC(C2)N3C)c2ccccc2)cc1 
RIK06 	6.52	1	CN1C2CCC1CC(OC(c1ccccc1)c1ccc(O)cc1)C2 
RIK07 	7.66	1	CN1C2CCC1CC(OC(c1ccccc1)c1cccc(Cl)c1)C2 
RIK08 	6.51	1	Cc1ccccc1C(OC1CC2CCC(C1)N2C)c1ccccc1 
RIK09 	6.72	1	CN1C2CCC1CC(OC(c1ccccc1)c1cccc(C(F)(F)F)c1)C2 
RIK10 	6.64	1	CN1C2CCC1CC(OC(c1ccccc1)c1ccccc1Cl)C2 
RIK11 	7.81	1	CN1C2CCC1CC(OC(c1ccc(F)cc1)c1ccc(Br)cc1)C2 
